Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits,Ticker
2025-09-18 09:15:00+05:30,973.2999877929688,979.5999755859375,971.0499877929688,976.0499877929688,0,0.0,0.0,HDFCBANK.NS
2025-09-18 10:15:00+05:30,976.2000122070312,977.8499755859375,974.25,976.2999877929688,1353587,0.0,0.0,HDFCBANK.NS
2025-09-18 11:15:00+05:30,976.3499755859375,977.9500122070312,975.5499877929688,976.5,1661269,0.0,0.0,HDFCBANK.NS
2025-09-18 12:15:00+05:30,976.5,976.9000244140625,969.4000244140625,971.4500122070312,2170176,0.0,0.0,HDFCBANK.NS
2025-09-18 13:15:00+05:30,971.2999877929688,973.0999755859375,969.7000122070312,971.6500244140625,2051077,0.0,0.0,HDFCBANK.NS
2025-09-18 14:15:00+05:30,971.6500244140625,977.4000244140625,970.7000122070312,976.8499755859375,4115592,0.0,0.0,HDFCBANK.NS
2025-09-18 15:15:00+05:30,976.8499755859375,977.9500122070312,976.0,976.0,1542854,0.0,0.0,HDFCBANK.NS
2025-09-19 09:15:00+05:30,974.9000244140625,975.75,968.5,969.2000122070312,0,0.0,0.0,HDFCBANK.NS
2025-09-19 10:15:00+05:30,969.25,969.9000244140625,965.5,966.0,1133067,0.0,0.0,HDFCBANK.NS
2025-09-19 11:15:00+05:30,966.0,966.5499877929688,962.0999755859375,964.2999877929688,1415480,0.0,0.0,HDFCBANK.NS
2025-09-19 12:15:00+05:30,964.0999755859375,965.8499755859375,962.2000122070312,965.5999755859375,1592340,0.0,0.0,HDFCBANK.NS
2025-09-19 13:15:00+05:30,965.5,967.7999877929688,965.0499877929688,967.1500244140625,2558553,0.0,0.0,HDFCBANK.NS
2025-09-19 14:15:00+05:30,967.1500244140625,968.1500244140625,964.5,967.9000244140625,12437399,0.0,0.0,HDFCBANK.NS
2025-09-19 15:15:00+05:30,967.75,968.6500244140625,965.0999755859375,967.0,8556408,0.0,0.0,HDFCBANK.NS
2025-09-22 09:15:00+05:30,966.2999877929688,970.9000244140625,965.5,970.25,0,0.0,0.0,HDFCBANK.NS
2025-09-22 10:15:00+05:30,970.0,970.7000122070312,967.25,967.7999877929688,871251,0.0,0.0,HDFCBANK.NS
2025-09-22 11:15:00+05:30,967.8499755859375,967.9500122070312,966.0999755859375,967.5,1106295,0.0,0.0,HDFCBANK.NS
2025-09-22 12:15:00+05:30,967.5,969.8499755859375,966.7000122070312,966.7999877929688,1502448,0.0,0.0,HDFCBANK.NS
2025-09-22 13:15:00+05:30,966.7999877929688,967.2000122070312,964.6500244140625,966.2999877929688,1520706,0.0,0.0,HDFCBANK.NS
2025-09-22 14:15:00+05:30,966.2999877929688,966.6500244140625,962.2000122070312,963.2000122070312,2567280,0.0,0.0,HDFCBANK.NS
2025-09-22 15:15:00+05:30,963.1500244140625,965.9500122070312,963.0999755859375,965.0,967950,0.0,0.0,HDFCBANK.NS
2025-09-23 09:15:00+05:30,966.75,968.1500244140625,961.4000244140625,962.25,0,0.0,0.0,HDFCBANK.NS
2025-09-23 10:15:00+05:30,962.0999755859375,962.7999877929688,956.4500122070312,956.9000244140625,1268277,0.0,0.0,HDFCBANK.NS
2025-09-23 11:15:00+05:30,956.9000244140625,960.5,955.75,960.5,1897355,0.0,0.0,HDFCBANK.NS
2025-09-23 12:15:00+05:30,960.5,966.3499755859375,960.0,962.5999755859375,2392524,0.0,0.0,HDFCBANK.NS
2025-09-23 13:15:00+05:30,962.5999755859375,963.5499877929688,960.1500244140625,960.2999877929688,2198815,0.0,0.0,HDFCBANK.NS
2025-09-23 14:15:00+05:30,960.2999877929688,960.75,956.25,957.5999755859375,7523971,0.0,0.0,HDFCBANK.NS
2025-09-23 15:15:00+05:30,957.5,958.5,956.7999877929688,957.2000122070312,2783262,0.0,0.0,HDFCBANK.NS
2025-09-24 09:15:00+05:30,954.4500122070312,956.2999877929688,947.1500244140625,947.4000244140625,0,0.0,0.0,HDFCBANK.NS
2025-09-24 10:15:00+05:30,947.25,948.3499755859375,943.2999877929688,944.8499755859375,2041520,0.0,0.0,HDFCBANK.NS
2025-09-24 11:15:00+05:30,944.9000244140625,946.5,943.5,945.8499755859375,1091371,0.0,0.0,HDFCBANK.NS
2025-09-24 12:15:00+05:30,945.7999877929688,949.75,945.4000244140625,949.2999877929688,1374411,0.0,0.0,HDFCBANK.NS
2025-09-24 13:15:00+05:30,949.3499755859375,949.7999877929688,946.4000244140625,946.8499755859375,1079193,0.0,0.0,HDFCBANK.NS
2025-09-24 14:15:00+05:30,946.6500244140625,952.5499877929688,946.0499877929688,952.5,4533636,0.0,0.0,HDFCBANK.NS
2025-09-24 15:15:00+05:30,952.5499877929688,952.5499877929688,950.0,951.0499877929688,2182145,0.0,0.0,HDFCBANK.NS
2025-09-25 09:15:00+05:30,950.7999877929688,954.3499755859375,947.5,951.5,0,0.0,0.0,HDFCBANK.NS
2025-09-25 10:15:00+05:30,951.4500122070312,953.75,950.2999877929688,952.2000122070312,2489137,0.0,0.0,HDFCBANK.NS
2025-09-25 11:15:00+05:30,952.1500244140625,955.5999755859375,951.2000122070312,952.0,2705515,0.0,0.0,HDFCBANK.NS
2025-09-25 12:15:00+05:30,952.0499877929688,958.0,951.5999755859375,955.7999877929688,3643928,0.0,0.0,HDFCBANK.NS
2025-09-25 13:15:00+05:30,955.7999877929688,957.25,954.1500244140625,955.0999755859375,3789627,0.0,0.0,HDFCBANK.NS
2025-09-25 14:15:00+05:30,954.8499755859375,955.1500244140625,949.0,949.2999877929688,10036162,0.0,0.0,HDFCBANK.NS
2025-09-25 15:15:00+05:30,949.2999877929688,951.6500244140625,948.7999877929688,951.2000122070312,5101024,0.0,0.0,HDFCBANK.NS
2025-09-26 09:15:00+05:30,946.8499755859375,951.4000244140625,945.3499755859375,947.0499877929688,0,0.0,0.0,HDFCBANK.NS
2025-09-26 10:15:00+05:30,947.0499877929688,949.4000244140625,945.0,945.9000244140625,1812014,0.0,0.0,HDFCBANK.NS
2025-09-26 11:15:00+05:30,945.6500244140625,947.75,945.0,946.7999877929688,1824566,0.0,0.0,HDFCBANK.NS
2025-09-26 12:15:00+05:30,946.8499755859375,948.9500122070312,945.6500244140625,948.4500122070312,1202540,0.0,0.0,HDFCBANK.NS
2025-09-26 13:15:00+05:30,948.25,949.8499755859375,941.3499755859375,943.6500244140625,2785759,0.0,0.0,HDFCBANK.NS
2025-09-26 14:15:00+05:30,943.6500244140625,946.4000244140625,942.8499755859375,945.3499755859375,2935072,0.0,0.0,HDFCBANK.NS
2025-09-26 15:15:00+05:30,945.4500122070312,945.4500122070312,944.0999755859375,944.9000244140625,1394839,0.0,0.0,HDFCBANK.NS
2025-09-18 09:15:00+05:30,1430.5999755859375,1430.5999755859375,1421.0,1424.300048828125,0,0.0,0.0,ICICIBANK.NS
2025-09-18 10:15:00+05:30,1424.4000244140625,1426.300048828125,1423.0,1423.0,358395,0.0,0.0,ICICIBANK.NS
2025-09-18 11:15:00+05:30,1423.5999755859375,1425.5999755859375,1422.199951171875,1424.699951171875,493804,0.0,0.0,ICICIBANK.NS
2025-09-18 12:15:00+05:30,1424.800048828125,1426.0999755859375,1419.699951171875,1421.9000244140625,1340083,0.0,0.0,ICICIBANK.NS
2025-09-18 13:15:00+05:30,1421.800048828125,1423.9000244140625,1417.800048828125,1420.300048828125,961430,0.0,0.0,ICICIBANK.NS
2025-09-18 14:15:00+05:30,1420.0,1423.199951171875,1415.300048828125,1422.300048828125,2667904,0.0,0.0,ICICIBANK.NS
2025-09-18 15:15:00+05:30,1422.199951171875,1423.0,1421.699951171875,1422.9000244140625,754185,0.0,0.0,ICICIBANK.NS
2025-09-19 09:15:00+05:30,1417.300048828125,1417.300048828125,1403.4000244140625,1405.199951171875,0,0.0,0.0,ICICIBANK.NS
2025-09-19 10:15:00+05:30,1405.0999755859375,1407.300048828125,1403.0,1403.800048828125,825246,0.0,0.0,ICICIBANK.NS
2025-09-19 11:15:00+05:30,1403.9000244140625,1406.0,1402.5999755859375,1404.4000244140625,1008790,0.0,0.0,ICICIBANK.NS
2025-09-19 12:15:00+05:30,1404.5,1405.0,1401.300048828125,1403.300048828125,933592,0.0,0.0,ICICIBANK.NS
2025-09-19 13:15:00+05:30,1403.199951171875,1404.300048828125,1402.0,1403.4000244140625,1238103,0.0,0.0,ICICIBANK.NS
2025-09-19 14:15:00+05:30,1403.5999755859375,1404.199951171875,1400.5999755859375,1401.4000244140625,4261266,0.0,0.0,ICICIBANK.NS
2025-09-19 15:15:00+05:30,1401.300048828125,1404.5999755859375,1401.300048828125,1402.199951171875,2856426,0.0,0.0,ICICIBANK.NS
2025-09-22 09:15:00+05:30,1404.0,1404.699951171875,1397.199951171875,1403.5,0,0.0,0.0,ICICIBANK.NS
2025-09-22 10:15:00+05:30,1403.4000244140625,1405.699951171875,1402.699951171875,1403.199951171875,867935,0.0,0.0,ICICIBANK.NS
2025-09-22 11:15:00+05:30,1403.199951171875,1405.800048828125,1402.699951171875,1405.300048828125,1281840,0.0,0.0,ICICIBANK.NS
2025-09-22 12:15:00+05:30,1405.300048828125,1409.9000244140625,1404.199951171875,1409.5999755859375,973557,0.0,0.0,ICICIBANK.NS
2025-09-22 13:15:00+05:30,1409.5999755859375,1409.5999755859375,1404.4000244140625,1407.199951171875,1115607,0.0,0.0,ICICIBANK.NS
2025-09-22 14:15:00+05:30,1407.199951171875,1407.300048828125,1399.800048828125,1401.5,2241063,0.0,0.0,ICICIBANK.NS
2025-09-22 15:15:00+05:30,1401.699951171875,1402.5,1401.0,1402.199951171875,576032,0.0,0.0,ICICIBANK.NS
2025-09-23 09:15:00+05:30,1398.5,1402.800048828125,1396.5,1399.699951171875,0,0.0,0.0,ICICIBANK.NS
2025-09-23 10:15:00+05:30,1399.699951171875,1399.699951171875,1396.800048828125,1397.199951171875,883053,0.0,0.0,ICICIBANK.NS
2025-09-23 11:15:00+05:30,1397.199951171875,1397.300048828125,1394.0999755859375,1396.9000244140625,1076777,0.0,0.0,ICICIBANK.NS
2025-09-23 12:15:00+05:30,1397.0,1402.4000244140625,1396.199951171875,1399.300048828125,1573365,0.0,0.0,ICICIBANK.NS
2025-09-23 13:15:00+05:30,1399.199951171875,1400.300048828125,1396.800048828125,1397.0,1569575,0.0,0.0,ICICIBANK.NS
2025-09-23 14:15:00+05:30,1397.0,1398.300048828125,1393.199951171875,1394.0,4899888,0.0,0.0,ICICIBANK.NS
2025-09-23 15:15:00+05:30,1394.5999755859375,1396.0999755859375,1394.0999755859375,1394.300048828125,1275882,0.0,0.0,ICICIBANK.NS
2025-09-24 09:15:00+05:30,1389.9000244140625,1390.4000244140625,1379.300048828125,1381.199951171875,0,0.0,0.0,ICICIBANK.NS
2025-09-24 10:15:00+05:30,1381.199951171875,1381.699951171875,1376.5,1379.199951171875,924696,0.0,0.0,ICICIBANK.NS
2025-09-24 11:15:00+05:30,1379.199951171875,1382.199951171875,1378.0,1382.0,699563,0.0,0.0,ICICIBANK.NS
2025-09-24 12:15:00+05:30,1382.0,1384.699951171875,1380.0,1384.699951171875,1327134,0.0,0.0,ICICIBANK.NS
2025-09-24 13:15:00+05:30,1385.0,1388.0,1382.800048828125,1383.4000244140625,1199294,0.0,0.0,ICICIBANK.NS
2025-09-24 14:15:00+05:30,1383.5,1384.699951171875,1379.9000244140625,1382.5,3114414,0.0,0.0,ICICIBANK.NS
2025-09-24 15:15:00+05:30,1382.4000244140625,1385.800048828125,1382.0,1384.0,759713,0.0,0.0,ICICIBANK.NS
2025-09-25 09:15:00+05:30,1376.4000244140625,1391.4000244140625,1371.800048828125,1380.0,0,0.0,0.0,ICICIBANK.NS
2025-09-25 10:15:00+05:30,1380.0,1380.9000244140625,1378.0,1380.5999755859375,2139737,0.0,0.0,ICICIBANK.NS
2025-09-25 11:15:00+05:30,1380.5,1381.300048828125,1374.199951171875,1377.0999755859375,1834071,0.0,0.0,ICICIBANK.NS
2025-09-25 12:15:00+05:30,1377.0999755859375,1380.699951171875,1375.5,1379.9000244140625,3014968,0.0,0.0,ICICIBANK.NS
2025-09-25 13:15:00+05:30,1379.5999755859375,1381.0,1377.4000244140625,1378.800048828125,3975912,0.0,0.0,ICICIBANK.NS
2025-09-25 14:15:00+05:30,1378.800048828125,1380.5,1374.0999755859375,1374.9000244140625,5796826,0.0,0.0,ICICIBANK.NS
2025-09-25 15:15:00+05:30,1375.0999755859375,1376.9000244140625,1373.4000244140625,1373.699951171875,2397877,0.0,0.0,ICICIBANK.NS
2025-09-26 09:15:00+05:30,1367.0,1369.5999755859375,1361.199951171875,1362.300048828125,0,0.0,0.0,ICICIBANK.NS
2025-09-26 10:15:00+05:30,1362.300048828125,1366.9000244140625,1359.300048828125,1359.4000244140625,4709879,0.0,0.0,ICICIBANK.NS
2025-09-26 11:15:00+05:30,1359.5,1364.0999755859375,1359.4000244140625,1363.0999755859375,1450638,0.0,0.0,ICICIBANK.NS
2025-09-26 12:15:00+05:30,1363.0999755859375,1365.9000244140625,1361.5999755859375,1365.4000244140625,1338686,0.0,0.0,ICICIBANK.NS
2025-09-26 13:15:00+05:30,1365.300048828125,1366.0999755859375,1360.800048828125,1362.0,1499091,0.0,0.0,ICICIBANK.NS
2025-09-26 14:15:00+05:30,1361.800048828125,1361.9000244140625,1357.0999755859375,1358.5999755859375,3861473,0.0,0.0,ICICIBANK.NS
2025-09-26 15:15:00+05:30,1358.800048828125,1362.699951171875,1358.800048828125,1359.5999755859375,964101,0.0,0.0,ICICIBANK.NS
2025-09-18 09:15:00+05:30,860.0,860.0,853.2000122070312,856.7000122070312,0,0.0,0.0,SBIN.NS
2025-09-18 10:15:00+05:30,856.5499877929688,858.25,855.5499877929688,857.25,1599923,0.0,0.0,SBIN.NS
2025-09-18 11:15:00+05:30,857.25,857.6500244140625,854.8499755859375,855.3499755859375,1220529,0.0,0.0,SBIN.NS
2025-09-18 12:15:00+05:30,855.5,856.1500244140625,851.2000122070312,853.0,1168544,0.0,0.0,SBIN.NS
2025-09-18 13:15:00+05:30,853.0,854.9000244140625,852.0,853.4000244140625,1040776,0.0,0.0,SBIN.NS
2025-09-18 14:15:00+05:30,853.4000244140625,855.0,851.5499877929688,854.2999877929688,1856277,0.0,0.0,SBIN.NS
2025-09-18 15:15:00+05:30,854.25,854.8499755859375,853.25,854.0,534405,0.0,0.0,SBIN.NS
2025-09-19 09:15:00+05:30,853.0,858.3499755859375,849.2999877929688,858.3499755859375,0,0.0,0.0,SBIN.NS
2025-09-19 10:15:00+05:30,858.4500122070312,863.5,857.7000122070312,862.5499877929688,1959300,0.0,0.0,SBIN.NS
2025-09-19 11:15:00+05:30,862.5999755859375,863.2999877929688,861.4500122070312,862.3499755859375,1398180,0.0,0.0,SBIN.NS
2025-09-19 12:15:00+05:30,862.3499755859375,862.9000244140625,859.5,862.5999755859375,1308792,0.0,0.0,SBIN.NS
2025-09-19 13:15:00+05:30,862.7000122070312,863.75,861.4500122070312,862.2999877929688,1339443,0.0,0.0,SBIN.NS
2025-09-19 14:15:00+05:30,862.25,862.6500244140625,860.2000122070312,862.5,4238858,0.0,0.0,SBIN.NS
2025-09-19 15:15:00+05:30,862.5499877929688,863.2000122070312,861.75,862.5499877929688,3063451,0.0,0.0,SBIN.NS
2025-09-22 09:15:00+05:30,860.7999877929688,868.2000122070312,858.3499755859375,862.5,0,0.0,0.0,SBIN.NS
2025-09-22 10:15:00+05:30,862.6500244140625,866.2999877929688,861.5999755859375,863.4000244140625,591059,0.0,0.0,SBIN.NS
2025-09-22 11:15:00+05:30,863.4000244140625,863.5999755859375,861.0999755859375,862.0999755859375,436104,0.0,0.0,SBIN.NS
2025-09-22 12:15:00+05:30,861.75,862.7999877929688,860.7000122070312,862.7000122070312,585008,0.0,0.0,SBIN.NS
2025-09-22 13:15:00+05:30,862.7000122070312,862.7999877929688,859.4000244140625,860.7999877929688,955991,0.0,0.0,SBIN.NS
2025-09-22 14:15:00+05:30,860.7000122070312,860.9500122070312,854.25,855.25,1547763,0.0,0.0,SBIN.NS
2025-09-22 15:15:00+05:30,855.4500122070312,856.2000122070312,854.0499877929688,854.7000122070312,630479,0.0,0.0,SBIN.NS
2025-09-23 09:15:00+05:30,854.0499877929688,860.4000244140625,851.2000122070312,859.4500122070312,0,0.0,0.0,SBIN.NS
2025-09-23 10:15:00+05:30,859.3499755859375,861.0,857.4000244140625,858.4000244140625,1744491,0.0,0.0,SBIN.NS
2025-09-23 11:15:00+05:30,858.4000244140625,862.0,858.0999755859375,861.25,711313,0.0,0.0,SBIN.NS
2025-09-23 12:15:00+05:30,861.2999877929688,867.0999755859375,860.0,867.0999755859375,1899222,0.0,0.0,SBIN.NS
2025-09-23 13:15:00+05:30,867.0999755859375,874.25,866.2999877929688,870.75,3380081,0.0,0.0,SBIN.NS
2025-09-23 14:15:00+05:30,870.75,873.5999755859375,869.2999877929688,870.0999755859375,3941206,0.0,0.0,SBIN.NS
2025-09-23 15:15:00+05:30,870.5999755859375,871.9000244140625,869.0999755859375,869.5,1265474,0.0,0.0,SBIN.NS
2025-09-24 09:15:00+05:30,874.0,880.2999877929688,871.5,878.3499755859375,0,0.0,0.0,SBIN.NS
2025-09-24 10:15:00+05:30,878.3499755859375,879.7000122070312,869.2000122070312,870.75,1723572,0.0,0.0,SBIN.NS
2025-09-24 11:15:00+05:30,870.8499755859375,872.75,870.0,871.8499755859375,1420595,0.0,0.0,SBIN.NS
2025-09-24 12:15:00+05:30,871.8499755859375,872.9500122070312,870.0,871.7000122070312,1122437,0.0,0.0,SBIN.NS
2025-09-24 13:15:00+05:30,871.6500244140625,872.9500122070312,870.1500244140625,870.7999877929688,1434811,0.0,0.0,SBIN.NS
2025-09-24 14:15:00+05:30,870.7999877929688,870.9000244140625,864.4500122070312,866.8499755859375,2293616,0.0,0.0,SBIN.NS
2025-09-24 15:15:00+05:30,866.8499755859375,866.9500122070312,865.9000244140625,866.1500244140625,700498,0.0,0.0,SBIN.NS
2025-09-25 09:15:00+05:30,864.9500122070312,868.3499755859375,861.2000122070312,867.0499877929688,0,0.0,0.0,SBIN.NS
2025-09-25 10:15:00+05:30,867.1500244140625,870.0999755859375,866.4000244140625,870.0,867710,0.0,0.0,SBIN.NS
2025-09-25 11:15:00+05:30,869.9500122070312,870.0,865.5499877929688,866.75,588066,0.0,0.0,SBIN.NS
2025-09-25 12:15:00+05:30,866.75,869.4000244140625,866.2999877929688,868.0,776934,0.0,0.0,SBIN.NS
2025-09-25 13:15:00+05:30,868.0499877929688,868.6500244140625,864.0499877929688,865.3499755859375,1139988,0.0,0.0,SBIN.NS
2025-09-25 14:15:00+05:30,865.3499755859375,865.75,859.9500122070312,861.1500244140625,2752710,0.0,0.0,SBIN.NS
2025-09-25 15:15:00+05:30,861.2000122070312,862.0,860.5499877929688,861.1500244140625,1024845,0.0,0.0,SBIN.NS
2025-09-26 09:15:00+05:30,863.9000244140625,864.0499877929688,855.5999755859375,860.5999755859375,0,0.0,0.0,SBIN.NS
2025-09-26 10:15:00+05:30,860.7000122070312,862.0999755859375,856.0,858.2000122070312,777750,0.0,0.0,SBIN.NS
2025-09-26 11:15:00+05:30,858.2000122070312,858.9500122070312,855.3499755859375,856.7999877929688,665056,0.0,0.0,SBIN.NS
2025-09-26 12:15:00+05:30,856.7000122070312,859.0,854.0999755859375,857.8499755859375,819096,0.0,0.0,SBIN.NS
2025-09-26 13:15:00+05:30,858.0,858.0,853.0,855.6500244140625,957039,0.0,0.0,SBIN.NS
2025-09-26 14:15:00+05:30,855.7000122070312,858.5499877929688,853.75,857.0,1702043,0.0,0.0,SBIN.NS
2025-09-26 15:15:00+05:30,857.0,858.0,856.4000244140625,857.0,609915,0.0,0.0,SBIN.NS
